timestamp,id,d0,d1,d2,d3,d4,d5,d6,d7
1772991456.824567,0x102,2F,00,00,00,00,00,00,00
1772991457.2485476,0x101,10,E5,02,00,00,00,00,00
1772991457.2598722,0x102,30,00,00,00,00,00,00,00
1772991457.6839268,0x101,10,FE,02,00,00,00,00,00
1772991457.695272,0x102,30,00,00,00,00,00,00,00
1772991458.1192975,0x101,11,17,02,00,00,00,00,00
1772991458.1306448,0x102,30,00,00,00,00,00,00,00
1772991458.5546649,0x101,11,30,02,00,00,00,00,00
1772991458.5660331,0x102,30,00,00,00,00,00,00,00
1772991458.9900694,0x101,11,49,02,00,00,00,00,00
1772991459.0014136,0x102,31,00,00,00,00,00,00,00
1772991459.4254432,0x101,11,62,02,00,00,00,00,00
1772991459.436846,0x102,31,00,00,00,00,00,00,00
1772991459.8609748,0x101,11,7B,02,00,00,00,00,00
1772991459.872217,0x102,31,00,00,00,00,00,00,00
1772991460.2962544,0x101,11,94,02,00,00,00,00,00
1772991460.3076122,0x102,32,00,00,00,00,00,00,00
1772991460.7316704,0x101,05,DC,03,00,00,00,00,00
1772991460.7430127,0x102,19,00,00,00,00,00,00,00
1772991461.1670015,0x101,05,F5,03,00,00,00,00,00
1772991461.1783793,0x102,19,00,00,00,00,00,00,00
1772991461.602385,0x101,06,0E,03,00,00,00,00,00
1772991461.6137521,0x102,19,00,00,00,00,00,00,00
1772991462.0377946,0x101,06,27,03,00,00,00,00,00
1772991462.0491319,0x102,1A,00,00,00,00,00,00,00
1772991462.473147,0x101,06,40,03,00,00,00,00,00
1772991462.4846084,0x102,1A,00,00,00,00,00,00,00
1772991462.9086294,0x101,06,59,03,00,00,00,00,00
1772991462.9199228,0x102,1B,00,00,00,00,00,00,00
1772991463.343951,0x101,06,72,03,00,00,00,00,00
1772991463.35532,0x102,1B,00,00,00,00,00,00,00
1772991463.779522,0x101,06,8B,03,00,00,00,00,00
1772991463.7907126,0x102,1B,00,00,00,00,00,00,00
1772991464.2147493,0x101,06,A4,03,00,00,00,00,00
1772991464.2261152,0x102,1C,00,00,00,00,00,00,00
1772991464.6502047,0x101,06,BD,03,00,00,00,00,00
1772991464.6615727,0x102,1C,00,00,00,00,00,00,00
1772991465.0855958,0x101,06,D6,03,00,00,00,00,00
1772991465.096988,0x102,1D,00,00,00,00,00,00,00
1772991465.5209985,0x101,06,EF,03,00,00,00,00,00
1772991465.5323644,0x102,1D,00,00,00,00,00,00,00
1772991465.9564443,0x101,07,08,03,00,00,00,00,00
1772991465.9677873,0x102,1E,00,00,00,00,00,00,00
1772991466.3918333,0x101,07,21,03,00,00,00,00,00
1772991466.4032018,0x102,1E,00,00,00,00,00,00,00
1772991466.8272543,0x101,07,3A,03,00,00,00,00,00
1772991466.8386023,0x102,1E,00,00,00,00,00,00,00
1772991467.2626355,0x101,07,53,03,00,00,00,00,00
1772991467.2740173,0x102,1F,00,00,00,00,00,00,00
1772991467.698096,0x101,07,6C,03,00,00,00,00,00
1772991467.7094295,0x102,1F,00,00,00,00,00,00,00
1772991468.1334927,0x101,07,85,03,00,00,00,00,00
1772991468.1448963,0x102,20,00,00,00,00,00,00,00
1772991468.5689845,0x101,07,9E,03,00,00,00,00,00
1772991468.580253,0x102,20,00,00,00,00,00,00,00
1772991469.004306,0x101,07,B7,03,00,00,00,00,00
1772991469.0156522,0x102,20,00,00,00,00,00,00,00
1772991469.4396946,0x101,07,D0,03,00,00,00,00,00
1772991469.4510634,0x102,21,00,00,00,00,00,00,00
1772991469.8751316,0x101,07,E9,03,00,00,00,00,00
1772991469.8864727,0x102,21,00,00,00,00,00,00,00
1772991470.3105237,0x101,08,02,03,00,00,00,00,00
1772991470.321897,0x102,22,00,00,00,00,00,00,00
1772991470.7459574,0x101,08,1B,03,00,00,00,00,00
1772991470.757302,0x102,22,00,00,00,00,00,00,00
1772991471.181324,0x101,08,34,03,00,00,00,00,00
1772991471.1927478,0x102,23,00,00,00,00,00,00,00
1772991471.6168394,0x101,08,4D,03,00,00,00,00,00
1772991471.6281064,0x102,23,00,00,00,00,00,00,00
1772991472.052152,0x101,08,66,03,00,00,00,00,00
1772991472.0634947,0x102,23,00,00,00,00,00,00,00
1772991472.487522,0x101,08,7F,03,00,00,00,00,00
1772991472.4988868,0x102,24,00,00,00,00,00,00,00
1772991472.9229062,0x101,08,98,03,00,00,00,00,00
1772991472.934304,0x102,24,00,00,00,00,00,00,00
1772991473.358305,0x101,08,B1,03,00,00,00,00,00
1772991473.369677,0x102,25,00,00,00,00,00,00,00
1772991473.7937346,0x101,08,CA,03,00,00,00,00,00
1772991473.805072,0x102,25,00,00,00,00,00,00,00
1772991474.2290936,0x101,08,E3,03,00,00,00,00,00
1772991474.240445,0x102,25,00,00,00,00,00,00,00
1772991474.6645873,0x101,08,FC,03,00,00,00,00,00
1772991474.6758463,0x102,26,00,00,00,00,00,00,00
1772991475.0998693,0x101,09,15,03,00,00,00,00,00
1772991475.1112342,0x102,26,00,00,00,00,00,00,00
1772991475.5352652,0x101,09,2E,03,00,00,00,00,00
1772991475.546626,0x102,27,00,00,00,00,00,00,00
1772991475.970657,0x101,09,47,03,00,00,00,00,00
1772991475.982006,0x102,27,00,00,00,00,00,00,00
1772991476.405657,0x101,09,60,03,00,00,00,00,00
1772991476.4170086,0x102,28,00,00,00,00,00,00,00
1772991476.8410318,0x101,09,79,03,00,00,00,00,00
1772991476.8523898,0x102,28,00,00,00,00,00,00,00
1772991477.2763898,0x101,09,92,03,00,00,00,00,00
1772991477.287766,0x102,28,00,00,00,00,00,00,00
1772991477.711785,0x101,09,AB,03,00,00,00,00,00
1772991477.72316,0x102,29,00,00,00,00,00,00,00
1772991478.1471267,0x101,09,C4,03,00,00,00,00,00
1772991478.1584988,0x102,29,00,00,00,00,00,00,00
1772991478.582527,0x101,09,DD,03,00,00,00,00,00
1772991478.593885,0x102,2A,00,00,00,00,00,00,00
1772991479.0179129,0x101,09,F6,03,00,00,00,00,00
1772991479.0292645,0x102,2A,00,00,00,00,00,00,00
1772991479.4532905,0x101,0A,0F,03,00,00,00,00,00
1772991479.4646595,0x102,2A,00,00,00,00,00,00,00
1772991479.8886886,0x101,0A,28,03,00,00,00,00,00
1772991479.9000213,0x102,2B,00,00,00,00,00,00,00
1772991480.3240342,0x101,0A,41,03,00,00,00,00,00
1772991480.3353953,0x102,2B,00,00,00,00,00,00,00
1772991480.7594674,0x101,0A,5A,03,00,00,00,00,00
1772991480.770823,0x102,2C,00,00,00,00,00,00,00
1772991481.1952462,0x101,0A,73,03,00,00,00,00,00
1772991481.206604,0x102,2C,00,00,00,00,00,00,00
1772991481.6306422,0x101,0A,8C,03,00,00,00,00,00
1772991481.6419835,0x102,2D,00,00,00,00,00,00,00
1772991482.0660431,0x101,0A,A5,03,00,00,00,00,00
1772991482.0774245,0x102,2D,00,00,00,00,00,00,00
1772991482.5014374,0x101,0A,BE,03,00,00,00,00,00
1772991482.5128381,0x102,2D,00,00,00,00,00,00,00
1772991482.9369867,0x101,0A,D7,03,00,00,00,00,00
1772991482.9481997,0x102,2E,00,00,00,00,00,00,00
1772991483.3722193,0x101,0A,F0,03,00,00,00,00,00
1772991483.3835902,0x102,2E,00,00,00,00,00,00,00
1772991483.8076324,0x101,0B,09,03,00,00,00,00,00
1772991483.8189888,0x102,2F,00,00,00,00,00,00,00
1772991484.242996,0x101,0B,22,03,00,00,00,00,00
1772991484.2543697,0x102,2F,00,00,00,00,00,00,00
1772991484.6784306,0x101,0B,3B,03,00,00,00,00,00
1772991484.6897807,0x102,2F,00,00,00,00,00,00,00
1772991485.113796,0x101,0B,54,03,00,00,00,00,00
1772991485.1251767,0x102,30,00,00,00,00,00,00,00
1772991485.5492413,0x101,0B,6D,03,00,00,00,00,00
1772991485.5606475,0x102,30,00,00,00,00,00,00,00
1772991485.9846914,0x101,0B,86,03,00,00,00,00,00
1772991485.9959774,0x102,31,00,00,00,00,00,00,00
1772991486.4199903,0x101,0B,9F,03,00,00,00,00,00
1772991486.431356,0x102,31,00,00,00,00,00,00,00
1772991486.855344,0x101,0B,B8,03,00,00,00,00,00
1772991486.866691,0x102,32,00,00,00,00,00,00,00
1772991487.2908263,0x101,0B,D1,03,00,00,00,00,00
1772991487.3021762,0x102,32,00,00,00,00,00,00,00
1772991487.7262423,0x101,0B,EA,03,00,00,00,00,00
1772991487.7376013,0x102,32,00,00,00,00,00,00,00
1772991488.161643,0x101,0C,03,03,00,00,00,00,00
1772991488.1730127,0x102,33,00,00,00,00,00,00,00
1772991488.597063,0x101,0C,1C,03,00,00,00,00,00
1772991488.608429,0x102,33,00,00,00,00,00,00,00
1772991489.0324705,0x101,0C,35,03,00,00,00,00,00
1772991489.0438178,0x102,34,00,00,00,00,00,00,00
1772991489.4678311,0x101,0C,4E,03,00,00,00,00,00
1772991489.4791973,0x102,34,00,00,00,00,00,00,00
1772991489.9032233,0x101,0C,67,03,00,00,00,00,00
1772991489.9145718,0x102,34,00,00,00,00,00,00,00
1772991490.3385887,0x101,0C,80,03,00,00,00,00,00
1772991490.349965,0x102,35,00,00,00,00,00,00,00
1772991490.7740173,0x101,0C,99,03,00,00,00,00,00
1772991490.7853599,0x102,35,00,00,00,00,00,00,00
1772991491.2094014,0x101,0C,B2,03,00,00,00,00,00
1772991491.2208073,0x102,36,00,00,00,00,00,00,00
1772991491.6448476,0x101,0C,CB,03,00,00,00,00,00
1772991491.656194,0x102,36,00,00,00,00,00,00,00
1772991492.080171,0x101,0C,E4,03,00,00,00,00,00
1772991492.0915434,0x102,37,00,00,00,00,00,00,00
1772991492.5155754,0x101,0C,FD,03,00,00,00,00,00
1772991492.5269442,0x102,37,00,00,00,00,00,00,00
1772991492.9510007,0x101,0D,16,03,00,00,00,00,00
1772991492.9623563,0x102,37,00,00,00,00,00,00,00
1772991493.3863728,0x101,0D,2F,03,00,00,00,00,00
1772991493.3977413,0x102,38,00,00,00,00,00,00,00
1772991493.821793,0x101,0D,48,03,00,00,00,00,00
1772991493.8331325,0x102,38,00,00,00,00,00,00,00
1772991494.257096,0x101,0D,61,03,00,00,00,00,00
1772991494.2684615,0x102,39,00,00,00,00,00,00,00
1772991494.6926503,0x101,0D,7A,03,00,00,00,00,00
1772991494.7039275,0x102,39,00,00,00,00,00,00,00
1772991495.127965,0x101,0D,93,03,00,00,00,00,00
1772991495.1393282,0x102,39,00,00,00,00,00,00,00
1772991495.563393,0x101,0D,AC,03,00,00,00,00,00
1772991495.5747662,0x102,3A,00,00,00,00,00,00,00
1772991495.9988081,0x101,0D,C5,03,00,00,00,00,00
1772991496.0101533,0x102,3A,00,00,00,00,00,00,00
1772991496.4341948,0x101,0D,DE,03,00,00,00,00,00
1772991496.4455614,0x102,3B,00,00,00,00,00,00,00
1772991496.8696353,0x101,0D,F7,03,00,00,00,00,00
1772991496.8810158,0x102,3B,00,00,00,00,00,00,00
1772991497.3050334,0x101,0E,10,03,00,00,00,00,00
1772991497.316399,0x102,3C,00,00,00,00,00,00,00
1772991497.7404606,0x101,0E,29,03,00,00,00,00,00
1772991497.7518103,0x102,3C,00,00,00,00,00,00,00
1772991498.175844,0x101,0E,42,03,00,00,00,00,00
1772991498.1872163,0x102,3C,00,00,00,00,00,00,00
1772991498.6112256,0x101,0E,5B,03,00,00,00,00,00
1772991498.622586,0x102,3D,00,00,00,00,00,00,00
1772991499.0466187,0x101,0E,74,03,00,00,00,00,00
1772991499.0579615,0x102,3D,00,00,00,00,00,00,00
1772991499.4819722,0x101,0E,8D,03,00,00,00,00,00
1772991499.4933386,0x102,3E,00,00,00,00,00,00,00
1772991499.9173877,0x101,0E,A6,03,00,00,00,00,00
1772991499.9287646,0x102,3E,00,00,00,00,00,00,00
1772991500.352765,0x101,0E,BF,03,00,00,00,00,00
1772991500.3640957,0x102,3E,00,00,00,00,00,00,00
1772991500.7881355,0x101,0E,D8,03,00,00,00,00,00
1772991500.7994823,0x102,3F,00,00,00,00,00,00,00
1772991501.2234855,0x101,0E,F1,03,00,00,00,00,00
1772991501.2348592,0x102,3F,00,00,00,00,00,00,00
1772991501.6589046,0x101,0F,0A,03,00,00,00,00,00
1772991501.6702561,0x102,40,00,00,00,00,00,00,00
1772991502.0942626,0x101,0F,23,03,00,00,00,00,00
1772991502.1056247,0x102,40,00,00,00,00,00,00,00
1772991502.5296292,0x101,0F,3C,03,00,00,00,00,00
1772991502.5409966,0x102,41,00,00,00,00,00,00,00
1772991502.965039,0x101,0F,55,03,00,00,00,00,00
1772991502.97638,0x102,41,00,00,00,00,00,00,00
1772991503.400368,0x101,0F,6E,03,00,00,00,00,00
1772991503.41174,0x102,41,00,00,00,00,00,00,00
1772991503.835774,0x101,0F,87,03,00,00,00,00,00
1772991503.84712,0x102,42,00,00,00,00,00,00,00
1772991504.2711327,0x101,0F,A0,03,00,00,00,00,00
1772991504.2824988,0x102,42,00,00,00,00,00,00,00
1772991504.7065544,0x101,0F,B9,03,00,00,00,00,00
1772991504.7179167,0x102,43,00,00,00,00,00,00,00
1772991505.1419413,0x101,0F,D2,03,00,00,00,00,00
1772991505.1533027,0x102,43,00,00,00,00,00,00,00
1772991505.5773551,0x101,0F,EB,03,00,00,00,00,00
1772991505.58878,0x102,43,00,00,00,00,00,00,00
1772991506.0129015,0x101,10,04,03,00,00,00,00,00
1772991506.024148,0x102,44,00,00,00,00,00,00,00
1772991506.448201,0x101,10,1D,03,00,00,00,00,00
1772991506.4595804,0x102,44,00,00,00,00,00,00,00
1772991506.883657,0x101,10,36,03,00,00,00,00,00
1772991506.8950024,0x102,45,00,00,00,00,00,00,00
1772991507.3190465,0x101,10,4F,03,00,00,00,00,00
1772991507.3304071,0x102,45,00,00,00,00,00,00,00
1772991507.7544851,0x101,10,68,03,00,00,00,00,00
1772991507.765834,0x102,46,00,00,00,00,00,00,00
1772991508.1898704,0x101,10,81,03,00,00,00,00,00
1772991508.2012396,0x102,46,00,00,00,00,00,00,00
1772991508.625295,0x101,10,9A,03,00,00,00,00,00
1772991508.6367304,0x102,46,00,00,00,00,00,00,00
1772991509.0607562,0x101,10,B3,03,00,00,00,00,00
1772991509.0720563,0x102,47,00,00,00,00,00,00,00
1772991509.4960837,0x101,10,CC,03,00,00,00,00,00
1772991509.507442,0x102,47,00,00,00,00,00,00,00
1772991509.9314888,0x101,10,E5,03,00,00,00,00,00
1772991509.9428296,0x102,48,00,00,00,00,00,00,00
1772991510.3668485,0x101,10,FE,03,00,00,00,00,00
1772991510.3782144,0x102,48,00,00,00,00,00,00,00
1772991510.8022556,0x101,11,17,03,00,00,00,00,00
1772991510.8136115,0x102,48,00,00,00,00,00,00,00
1772991511.237643,0x101,11,30,03,00,00,00,00,00
1772991511.249047,0x102,49,00,00,00,00,00,00,00
1772991511.6730645,0x101,11,49,03,00,00,00,00,00
1772991511.684411,0x102,49,00,00,00,00,00,00,00
1772991512.1085892,0x101,11,62,03,00,00,00,00,00
1772991512.1197822,0x102,4A,00,00,00,00,00,00,00
1772991512.543772,0x101,11,7B,03,00,00,00,00,00
1772991512.55514,0x102,4A,00,00,00,00,00,00,00
1772991512.9791725,0x101,11,94,03,00,00,00,00,00
1772991512.9905257,0x102,4B,00,00,00,00,00,00,00
1772991513.4145393,0x101,05,DC,04,00,00,00,00,00
1772991513.4259033,0x102,21,00,00,00,00,00,00,00
1772991513.849961,0x101,05,F5,04,00,00,00,00,00
1772991513.8613195,0x102,21,00,00,00,00,00,00,00
1772991514.285324,0x101,06,0E,04,00,00,00,00,00
1772991514.2967546,0x102,22,00,00,00,00,00,00,00
1772991514.7208118,0x101,06,27,04,00,00,00,00,00
1772991514.7320743,0x102,23,00,00,00,00,00,00,00
1772991515.1560614,0x101,06,40,04,00,00,00,00,00
1772991515.1674407,0x102,23,00,00,00,00,00,00,00
1772991515.5914593,0x101,06,59,04,00,00,00,00,00
1772991515.6028318,0x102,24,00,00,00,00,00,00,00
1772991516.026864,0x101,06,72,04,00,00,00,00,00
1772991516.0382075,0x102,24,00,00,00,00,00,00,00
1772991516.4622202,0x101,06,8B,04,00,00,00,00,00
1772991516.4735987,0x102,25,00,00,00,00,00,00,00
1772991516.8976474,0x101,06,A4,04,00,00,00,00,00
1772991516.9090157,0x102,25,00,00,00,00,00,00,00
1772991517.3331084,0x101,06,BD,04,00,00,00,00,00
1772991517.3443446,0x102,26,00,00,00,00,00,00,00
1772991517.7683635,0x101,06,D6,04,00,00,00,00,00
1772991517.7797048,0x102,26,00,00,00,00,00,00,00
1772991518.2036896,0x101,06,EF,04,00,00,00,00,00
1772991518.2150526,0x102,27,00,00,00,00,00,00,00
1772991518.639035,0x101,07,08,04,00,00,00,00,00
1772991518.6504533,0x102,28,00,00,00,00,00,00,00
1772991519.0744302,0x101,07,21,04,00,00,00,00,00
1772991519.0857708,0x102,28,00,00,00,00,00,00,00
1772991519.5097888,0x101,07,3A,04,00,00,00,00,00
1772991519.521151,0x102,29,00,00,00,00,00,00,00
1772991519.9451687,0x101,07,53,04,00,00,00,00,00
1772991519.956552,0x102,29,00,00,00,00,00,00,00
1772991520.3805213,0x101,07,6C,04,00,00,00,00,00
1772991520.3918495,0x102,2A,00,00,00,00,00,00,00
1772991520.8158655,0x101,07,85,04,00,00,00,00,00
1772991520.8272088,0x102,2A,00,00,00,00,00,00,00
1772991521.251228,0x101,07,9E,04,00,00,00,00,00
1772991521.2625883,0x102,2B,00,00,00,00,00,00,00
1772991521.6866105,0x101,07,B7,04,00,00,00,00,00
1772991521.697958,0x102,2B,00,00,00,00,00,00,00
1772991522.1219654,0x101,07,D0,04,00,00,00,00,00
1772991522.133326,0x102,2C,00,00,00,00,00,00,00
1772991522.5573077,0x101,07,E9,04,00,00,00,00,00
1772991522.5687366,0x102,2D,00,00,00,00,00,00,00
1772991522.9927607,0x101,08,02,04,00,00,00,00,00
1772991523.0040488,0x102,2D,00,00,00,00,00,00,00
1772991523.4280546,0x101,08,1B,04,00,00,00,00,00
1772991523.4394252,0x102,2E,00,00,00,00,00,00,00
1772991523.863452,0x101,08,34,04,00,00,00,00,00
1772991523.8748,0x102,2E,00,00,00,00,00,00,00
1772991524.2987878,0x101,08,4D,04,00,00,00,00,00
1772991524.310157,0x102,2F,00,00,00,00,00,00,00
1772991524.7341752,0x101,08,66,04,00,00,00,00,00
1772991524.7455204,0x102,2F,00,00,00,00,00,00,00
1772991525.1694484,0x101,08,7F,04,00,00,00,00,00
1772991525.1809375,0x102,30,00,00,00,00,00,00,00
1772991525.6050172,0x101,08,98,04,00,00,00,00,00
1772991525.6162808,0x102,30,00,00,00,00,00,00,00
1772991526.040308,0x101,08,B1,04,00,00,00,00,00
1772991526.0516477,0x102,31,00,00,00,00,00,00,00
1772991526.47565,0x101,08,CA,04,00,00,00,00,00
1772991526.4870248,0x102,32,00,00,00,00,00,00,00
1772991526.911014,0x101,08,E3,04,00,00,00,00,00
1772991526.922352,0x102,32,00,00,00,00,00,00,00
1772991527.3463418,0x101,08,FC,04,00,00,00,00,00
1772991527.357704,0x102,33,00,00,00,00,00,00,00
1772991527.7817335,0x101,09,15,04,00,00,00,00,00
1772991527.7930849,0x102,33,00,00,00,00,00,00,00
1772991528.217169,0x101,09,2E,04,00,00,00,00,00
1772991528.2284334,0x102,34,00,00,00,00,00,00,00
1772991528.652551,0x101,09,47,04,00,00,00,00,00
1772991528.663796,0x102,34,00,00,00,00,00,00,00
1772991529.0877843,0x101,09,60,04,00,00,00,00,00
1772991529.0991426,0x102,35,00,00,00,00,00,00,00
1772991529.5231514,0x101,09,79,04,00,00,00,00,00
1772991529.5345182,0x102,35,00,00,00,00,00,00,00
1772991529.9585655,0x101,09,92,04,00,00,00,00,00
1772991529.9699194,0x102,36,00,00,00,00,00,00,00
1772991530.3939404,0x101,09,AB,04,00,00,00,00,00
1772991530.405296,0x102,37,00,00,00,00,00,00,00
1772991530.8293154,0x101,09,C4,04,00,00,00,00,00
1772991530.8407056,0x102,37,00,00,00,00,00,00,00
1772991531.264724,0x101,09,DD,04,00,00,00,00,00
1772991531.2760246,0x102,38,00,00,00,00,00,00,00
1772991531.700039,0x101,09,F6,04,00,00,00,00,00
1772991531.7113914,0x102,38,00,00,00,00,00,00,00
1772991532.1354315,0x101,0A,0F,04,00,00,00,00,00
1772991532.1467822,0x102,39,00,00,00,00,00,00,00
1772991532.570807,0x101,0A,28,04,00,00,00,00,00
1772991532.5821822,0x102,39,00,00,00,00,00,00,00
1772991533.006241,0x101,0A,41,04,00,00,00,00,00
1772991533.0175798,0x102,3A,00,00,00,00,00,00,00
1772991533.4416301,0x101,0A,5A,04,00,00,00,00,00
1772991533.452997,0x102,3A,00,00,00,00,00,00,00
1772991533.8770742,0x101,0A,73,04,00,00,00,00,00
1772991533.8884087,0x102,3B,00,00,00,00,00,00,00
1772991534.3124256,0x101,0A,8C,04,00,00,00,00,00
1772991534.3237767,0x102,3C,00,00,00,00,00,00,00
1772991534.7478197,0x101,0A,A5,04,00,00,00,00,00
1772991534.7591681,0x102,3C,00,00,00,00,00,00,00
1772991535.1831968,0x101,0A,BE,04,00,00,00,00,00
1772991535.1945581,0x102,3D,00,00,00,00,00,00,00
1772991535.6186016,0x101,0A,D7,04,00,00,00,00,00
1772991535.6299653,0x102,3D,00,00,00,00,00,00,00
1772991536.0539873,0x101,0A,F0,04,00,00,00,00,00
1772991536.065337,0x102,3E,00,00,00,00,00,00,00
1772991536.489378,0x101,0B,09,04,00,00,00,00,00
1772991536.5007849,0x102,3E,00,00,00,00,00,00,00
1772991536.9248402,0x101,0B,22,04,00,00,00,00,00
1772991536.9361358,0x102,3F,00,00,00,00,00,00,00
1772991537.3601627,0x101,0B,3B,04,00,00,00,00,00
1772991537.3715339,0x102,3F,00,00,00,00,00,00,00
1772991537.7956133,0x101,0B,54,04,00,00,00,00,00
1772991537.8069572,0x102,40,00,00,00,00,00,00,00
1772991538.2309906,0x101,0B,6D,04,00,00,00,00,00
1772991538.242363,0x102,41,00,00,00,00,00,00,00
1772991538.6664147,0x101,0B,86,04,00,00,00,00,00
1772991538.67777,0x102,41,00,00,00,00,00,00,00
1772991539.1018174,0x101,0B,9F,04,00,00,00,00,00
1772991539.113182,0x102,42,00,00,00,00,00,00,00
1772991539.537206,0x101,0B,B8,04,00,00,00,00,00
1772991539.5486317,0x102,42,00,00,00,00,00,00,00
1772991539.9726765,0x101,0B,D1,04,00,00,00,00,00
1772991539.983969,0x102,43,00,00,00,00,00,00,00
1772991540.4079747,0x101,0B,EA,04,00,00,00,00,00
1772991540.4193416,0x102,43,00,00,00,00,00,00,00
1772991540.8433926,0x101,0C,03,04,00,00,00,00,00
1772991540.854737,0x102,44,00,00,00,00,00,00,00
1772991541.2787519,0x101,0C,1C,04,00,00,00,00,00
1772991541.2901196,0x102,44,00,00,00,00,00,00,00
1772991541.714171,0x101,0C,35,04,00,00,00,00,00
1772991541.72551,0x102,45,00,00,00,00,00,00,00
1772991542.1495411,0x101,0C,4E,04,00,00,00,00,00
1772991542.1609378,0x102,46,00,00,00,00,00,00,00
1772991542.5849707,0x101,0C,67,04,00,00,00,00,00
1772991542.5962882,0x102,46,00,00,00,00,00,00,00
1772991543.0203228,0x101,0C,80,04,00,00,00,00,00
1772991543.0316582,0x102,47,00,00,00,00,00,00,00
1772991543.455671,0x101,0C,99,04,00,00,00,00,00
1772991543.4670448,0x102,47,00,00,00,00,00,00,00
1772991543.8910732,0x101,0C,B2,04,00,00,00,00,00
1772991543.9024177,0x102,48,00,00,00,00,00,00,00
1772991544.326447,0x101,0C,CB,04,00,00,00,00,00
1772991544.3378243,0x102,48,00,00,00,00,00,00,00
1772991544.761895,0x101,0C,E4,04,00,00,00,00,00
1772991544.773239,0x102,49,00,00,00,00,00,00,00
1772991545.1972797,0x101,0C,FD,04,00,00,00,00,00
1772991545.2086966,0x102,49,00,00,00,00,00,00,00
1772991545.6327047,0x101,0D,16,04,00,00,00,00,00
1772991545.644029,0x102,4A,00,00,00,00,00,00,00
1772991546.0680702,0x101,0D,2F,04,00,00,00,00,00
1772991546.0794215,0x102,4B,00,00,00,00,00,00,00
1772991546.5034392,0x101,0D,48,04,00,00,00,00,00
1772991546.5148025,0x102,4B,00,00,00,00,00,00,00
1772991546.9388149,0x101,0D,61,04,00,00,00,00,00
1772991546.950162,0x102,4C,00,00,00,00,00,00,00
1772991547.3741817,0x101,0D,7A,04,00,00,00,00,00
1772991547.3855534,0x102,4C,00,00,00,00,00,00,00
1772991547.809596,0x101,0D,93,04,00,00,00,00,00
1772991547.8209746,0x102,4D,00,00,00,00,00,00,00
1772991548.2449892,0x101,0D,AC,04,00,00,00,00,00
1772991548.256308,0x102,4D,00,00,00,00,00,00,00
1772991548.680339,0x101,0D,C5,04,00,00,00,00,00
1772991548.691685,0x102,4E,00,00,00,00,00,00,00
1772991549.115698,0x101,0D,DE,04,00,00,00,00,00
1772991549.1270645,0x102,4E,00,00,00,00,00,00,00
1772991549.5510936,0x101,0D,F7,04,00,00,00,00,00
1772991549.5624614,0x102,4F,00,00,00,00,00,00,00
1772991549.9865022,0x101,0E,10,04,00,00,00,00,00
1772991549.997853,0x102,50,00,00,00,00,00,00,00
1772991550.421856,0x101,0E,29,04,00,00,00,00,00
1772991550.4332278,0x102,50,00,00,00,00,00,00,00
1772991550.8572538,0x101,0E,42,04,00,00,00,00,00
1772991550.86865,0x102,51,00,00,00,00,00,00,00
1772991551.2926793,0x101,0E,5B,04,00,00,00,00,00
1772991551.304081,0x102,51,00,00,00,00,00,00,00
1772991551.728041,0x101,0E,74,04,00,00,00,00,00
1772991551.7393928,0x102,52,00,00,00,00,00,00,00
1772991552.1634166,0x101,0E,8D,04,00,00,00,00,00
